id,shop_code_vaccine,shop_name_vaccine,shop_code_lc,shop_name_lc,shop_type,status,effective_from_date,effective_to_date,is_deleted,etl_date,etl_by,primary_checksum,record_checksum
None,58200,"VX TNH 216 Qu?c L? 22B, Tr?ng Bàng",80595,LC TNH Khu ph? Su?i Sâu,VT,TRUE,8/1/2025,8/2/2050,FALSE,7/31/2025,DataBricks,ee5087f6e23486fdcbecdb70e55d9792,249edae39da27b3ce9e0fc33b4928d4c
None,58200,"VX TNH 216 Qu?c L? 22B, Tr?ng Bàng",80860,LC TNH 47 Qu?c L? 22B,VT,TRUE,8/1/2025,8/2/2050,FALSE,7/31/2025,DataBricks,5b391dbde11e8cec537e465b5016a8be,aa52838aae66a45abae526834ede474f
None,58200,"VX TNH 216 Qu?c L? 22B, Tr?ng Bàng",81587,LC TNH 277 Nguy?n Du,VT,TRUE,8/1/2025,8/2/2050,FALSE,7/31/2025,DataBricks,aa87279ece5f683b8289d9d9179d912d,e973ef055ec7eb630cd0a851a4b40a63
None,58194,"VX HNI SH0104-SH0204, Toà Park Hill 7, Times City",80474,LC HNI 38 L?nh Nam,VT,TRUE,8/1/2025,8/2/2050,FALSE,7/31/2025,DataBricks,68199735ee072a7d43094e5be8c1cb04,c610671af2534c0f825cae2e105496a3
None,58200,"VX TNH 216 Qu?c L? 22B, Tr?ng Bàng",80806,LC TNH 28 Nguy?n Du,VT,TRUE,8/1/2025,8/2/2050,FALSE,7/31/2025,DataBricks,4b5a81cdcdc2b0169137e5aecef95c5a,a1e574ce74cf1a3c5e1d83e59ce0a4d2
None,58004,VX HNI 137 L?c Long Quân,80125,LC HNI 188 Thu? Khuê,VT,TRUE,8/1/2025,8/2/2050,FALSE,7/31/2025,DataBricks,4de1f84e78868e6b125d96de4a20f260,95b18effc03b14e4f2b6cb4adfd1d97d
None,58200,"VX TNH 216 Qu?c L? 22B, Tr?ng Bàng",80246,LC TNH 122-124 Nguy?n V?n R?p,VT,TRUE,8/1/2025,8/2/2050,FALSE,7/31/2025,DataBricks,541f1d04c285e145d9a3c3bfa9cb8ec3,91f207fb4d82bdd852f3b0006af70558
None,58194,"VX HNI SH0104-SH0204, Toà Park Hill 7, Times City",80785,LC HNI 143 Nam D?,VT,TRUE,8/1/2025,8/2/2050,FALSE,7/31/2025,DataBricks,d67013f52b455d2b1fe105f237c4d62a,f169867e5f26626ecea8ebf7807382af
None,58200,"VX TNH 216 Qu?c L? 22B, Tr?ng Bàng",80479,LC TNH 287 Nguy?n V?n R?p,VT,TRUE,8/1/2025,8/2/2050,FALSE,7/31/2025,DataBricks,6be0a7ebc5eca69154b2940ca3be99bd,d2634488e62704a9ac35ec8e42f4358f
None,58194,"VX HNI SH0104-SH0204, Toà Park Hill 7, Times City",81451,LC HNI 02 Mai ??ng,VT,TRUE,8/1/2025,8/2/2050,FALSE,7/31/2025,DataBricks,e64216dd01873a64a26634db0e389a8c,5ead75870b85413cccbd26c4de77911e
None,58194,"VX HNI SH0104-SH0204, Toà Park Hill 7, Times City",82278,"LC HNI SH0104-SH0204, Toà Park Hill 7, Times City",VTTTTC,TRUE,7/1/2025,7/2/2050,FALSE,8/1/2025,DataBricks,d32c5d21170c6941f9eae38311387ca4,207de09583e829ec62fba0d1e010c0da
None,58209,"VX AGG 58-60 Nguy?n Tri Ph??ng, P. Tân Châu",80547,"LC AGG 02 Nguy?n V?n Linh, P. Tân Châu",VT,TRUE,9/10/2025,9/11/2050,FALSE,8/30/2025,DataBricks,a1ce4d9445ab22ce5962e99d71bcc681,43b8ceb4927cbff53a69439d4d8fa8a7
None,58046,"VX HCM 366 T?nh L? 10, P. Bình Tr? ?ông",82337,"LC HCM 220 Tên L?a, P. An L?c",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,c35b947017a72c84a738cc01ab250354,03080080d6ae53074920fec142016d91
None,58092,"VX HNI 78 Tr?nh ?ình C?u, P. Ph??ng Li?t",82326,"LC HNI 2A Ngách 61 Ngõ 88 Giáp Nh?, P. Hoàng Mai",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,c88dcee20fb390e09f6004af5a5ff6df,42df4f5aa67f0dd040010606ed78b10f
None,58013,"VX HCM 379-381 Hai Bà Tr?ng, P. Xuân Hòa",81922,"LC HCM 439 Phan Xích Long, P. ??c Nhu?n",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,21d8edbf4aa684d298ef43d14cc949a6,06ea8af81fa3c172df668a945f52c486
None,58130,"VX CTO 01 ???ng 3/2, P. Ninh Ki?u",82347,"LC CTO 37 Ph?m Ng? Lão, P. Ninh Ki?u",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,421e1e0864f479c420dc316d65b3a2b3,3dc5880779cd0d7ae26654155f463d97
None,58209,"VX AGG 58-60 Nguy?n Tri Ph??ng, P. Tân Châu",81691,"LC AGG 47 ???ng ?T954, X. Ch? Vàm",VT,TRUE,9/10/2025,9/11/2050,FALSE,8/30/2025,DataBricks,c2b4a6aed3553c3dcf5233f1251179b7,b6a433fe35edc12ec2e75940866c6322
None,58013,"VX HCM 379-381 Hai Bà Tr?ng, P. Xuân Hòa",80400,"LC HCM 9 Thích Qu?ng ??c, P. ??c Nhu?n",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,c39278efc818a0e39d7a6e4d7a90afc7,b183f98b7033f475306a38a9171067d6
None,58190,"VX TNN 2 Nguy?n Khuy?n, P. Sông Công",82364,"LC TNN Thôn Thu?n Pháp, X. ?i?m Th?y",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,4e808949552a6188d2faa661b8fff74c,b8ef610d8013d295fb384593bb563db6
None,58036,"VX HNI 27-29 V?n Phúc, P. Hà ?ông",82309,"LC HNI Khu ??u Giá QSD? Ngô Thì Nh?m, P. Thanh Xuân",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,ec67d033ef89d3e1e033ee3a9b7fd91e,81f62dd8e583f395fdf1fc3eae52a1e7
None,58007,"VX TNH 68 Qu?c L? 22B, X. Tân Biên",81010,"LC TNH Qu?c L? 22B, X. Trà Vong",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,38090bdf5afc09c6088ac2de2f450313,692d0ea01aa311a9dd17c92eb4e2688b
None,58181,"VX NAN Kh?i 4, X. Di?n Châu",82216,"LC NAN Xóm Nam Th?nh, X. An Châu",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,21fe802714bd6a623475f4a0b1218c9d,4cfde5b493945bb7370626dfcbef7ebd
None,58001,"VX HCM 580 Nguy?n Duy Trinh, P. Bình Tr?ng",80999,"LC HCM 164 ???ng 51, P. Bình Tr?ng",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,b46e0f5879d686390cec900bc1c4df73,8a3a3e5f5bee16bee3b4e027e981d3c4
None,58203,"VX HNI 145-147-149 Lê L?i, X. Vân ?ình",81412,"LC HNI 216 ???ng 429, X. Ph??ng D?c",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,4175ddaed921716ec81cd31102554291,9d31ef22151c2af35983912d66aed618
None,58193,"VX TNH 4-6-8 Ph?m Hùng, P. Long Hoa",80609,"LC TNH 208 L?c Long Quân, P. Thanh ?i?n",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,405c92e0ea44be426f5df1a6dc80dad0,38f106e8f43deca408335fd07ceced45
None,58177,"VX PTO 142 ??i C?n, X. V?nh T??ng",81100,"LC PTO Khu 5, X. V?nh T??ng",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,a96d47cb43fd6d8cfdb50cccdad9cee4,252b86b7b4f63dcbc65ee53910ee549a
None,58206,"VX HNI 170-171 Ti?u Khu Phú M?, TT. Phú Xuyên",82187,"LC HNI 37 C?u Gi?, X. ??i Xuyên",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,bffa7232b355ff2b1fe981edfbbb49ee,69c1b5c59c18956d90b9065c227d3687
None,58187,"VX LCU 45 ???ng 30/4, P. Tân Phong",82317,"LC LCU 37 Hoàng V?n Thái, P. Tân Phong",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,370dcfc4d9ad1dda78aa34064a697d00,759844f500fe9e73b3531ec1231c8358
None,58207,"VX BDG 061/B-062/B ???ng DT747, P. Tân Uyên",81375,"LC HCM 94 ???ng DT747, P. Bình C?",VT,TRUE,9/4/2025,9/5/2050,FALSE,8/30/2025,DataBricks,ba12d8808f846896923f5a4045809bdb,26a7d11ff56d0d6299142b9b96444706
None,58196,"VX HNI Tòa CT7G K?T m?i D??ng N?i, P. D??ng N?i",80287,"LC HNI 62 T? 3 Ph? Xóm, P. Phú L??ng",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,c23fbc0815669d9170f29116dcb8a70f,0b0a5317ab549d53ec60b8d0a30bd58d
None,58053,"VX GLI 1239 Quang Trung, P. An Khê",82304,"LC GLI 528 Quang Trung, P. An Khê",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,d68ca439b5bc6bef34d3a4752e1a2d9d,d2f93adcee9c645b16eb8ba75c368641
None,58108,"VX HNI T?ng 1 Tòa Nhà CT4A, K?T B?c Linh ?àm, P. ??nh Công",82311,"LC HNI ???ng Cái, P. Hà ?ông",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,1ff33d57b5d623d715dd1b8d734876e7,08c9478babda6e294bb82a9ecc419c1e
None,58160,"VX GLI 167 Hùng V??ng, P. Pleiku",82158,"LC GLI Thôn 6 Ngh?a H?ng, X. Bi?n H?",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,8efc12c74d1a1bde7f231b7e9a2821e4,087fc07e4437e4f08d4f1fad938e758d
None,58206,"VX HNI 170-171 Ti?u Khu Phú M?, TT. Phú Xuyên",82062,"LC HNI Thôn Nguyên Hanh, X. Phú Xuyên",VT,TRUE,9/11/2025,9/12/2050,FALSE,8/30/2025,DataBricks,38ce3cb8bd092706ce5ea2655b78297e,be24139e3c434c511186f96bb35c7ff8
None,58177,"VX PTO 142 ??i C?n, X. V?nh T??ng",81200,"LC PTO Thôn Chùa Ch?, X. Th? Tang",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,5c63703da6a2ddb60a28f4b22084d1f4,c90b7aaa2792f5f581899f251927df17
None,58017,"VX GLI 160A Tr?n Phú, P. Bình ??nh",82393,"LC GLI 301 Tr?n Phú, P. Bình ??nh",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,80860b3ec3a97818065a0c009e08dda5,7329adf349800c606dd176ff08732ff3
None,58147,"VX DNI 982-983 Qu?c L? 51, P. Long H?ng",82340,"LC DNI 17 Nguy?n V?n T?, P. Long H?ng",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,f2adf44e3da0852425a16c29a07cedf5,6a1a3e872b9deb5c08b1f81a60cbd872
None,58154,"VX QNH 394 Quang Trung, P. Uông Bí",82321,"LC QNH T? 1 B?ch ??ng 1, P. Yên T?",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,31718cc8ae01040e6eae56ab13ff9d02,bc66958aa9c4c0caa4397a5e1a2a70aa
None,58018,"VX TNH 527 Cách M?ng Tháng Tám, P. Tân Ninh",82345,"LC TNH 527 Cách M?ng Tháng Tám, P. Tân Ninh",VTTTTC,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,4cba95f730e5796c3299393921df9180,ed0bbc33c98f094620ceced0f02900b5
None,58206,"VX HNI 170-171 Ti?u Khu Phú M?, TT. Phú Xuyên",80898,"LC HNI Thôn Bái Xuyên, X. ??i Xuyên",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,16341cedecaef05263202c1cb78ff972,77f4c9fdd9c3f926ddadbe1d44b12181
None,58147,"VX DNI 982-983 Qu?c L? 51, P. Long H?ng",82341,"LC DNI F26 Phùng H?ng, P. Long H?ng",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,570c624a36b276cf7bcfb0c00229e279,e035b0d800c3d0791b65e6e523037ca5
None,58193,"VX TNH 4-6-8 Ph?m Hùng, P. Long Hoa",80123,"LC TNH 4-6-8 Ph?m Hùng, P. Long Hoa",VTTTTC,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,98d916900016cd51ee9fade2a92abf27,c3e9c368cd79961f4ba42f034e7ebeaf
None,58209,"VX AGG 58-60 Nguy?n Tri Ph??ng, P. Tân Châu",81158,"LC AGG 150-151 ???ng ?T953, X. Châu Phong",VT,TRUE,9/10/2025,9/11/2050,FALSE,8/30/2025,DataBricks,0c35173cd911e77f64b57707c6d3cf68,e2f3e36bf25a98169be4d5884a2d7548
None,58207,"VX BDG 061/B-062/B ???ng DT747, P. Tân Uyên",81538,"LC HCM Ô E50 ???ng DB4, P. V?nh Tân",VT,TRUE,9/4/2025,9/5/2050,FALSE,8/30/2025,DataBricks,caf97b6ffdc6f5a20aebaff2db3b8de3,ef2f3c7104e905ffde7f19dacc72feed
None,58177,"VX PTO 142 ??i C?n, X. V?nh T??ng",82230,"LC PTO 142 ??i C?n, X. V?nh T??ng",VTTTTC,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,8a2e74c5f60210fb06d69b18d0c88308,e64629e4f003eb4b0ed32acebb22af2f
None,58209,"VX AGG 58-60 Nguy?n Tri Ph??ng, P. Tân Châu",80322,"LC AGG 67 Tr?n Phú, P. Long Phú",VT,TRUE,9/10/2025,9/11/2050,FALSE,8/30/2025,DataBricks,0f4e2c1e3c2611b71d30e2629afa6333,8db23f902c3bd122597c269d9402434d
None,58206,"VX HNI 170-171 Ti?u Khu Phú M?, X. Phú Xuyên",81689,"LC HNI ??i 7, X. Phú Xuyên",VT,TRUE,9/11/2025,9/12/2050,FALSE,8/30/2025,DataBricks,f1ba490fe2f2afac11e082695b989254,bc433c311a6b54c31f0f14284565c33a
None,58207,"VX BDG 061/B-062/B ???ng DT747, P. Tân Uyên",81859,"LC HCM 257 ???ng ?H411, X. B?c Tân Uyên",VT,TRUE,9/4/2025,9/5/2050,FALSE,8/30/2025,DataBricks,28fd984044d138b47bd516fa4121d543,0850c42abe4fc84ea18181aad0f1c020
None,58179,"VX THA Th?a 625-626, B?n ?? 8, P. S?m S?n",82318,"LC THA 77 Tr?n H?ng ??o, P. S?m S?n",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,281d076e9cca5cd16d1f8514525f0858,cc54fbdafe5d72cbfd18174a3c516e46
None,58036,"VX HNI 27-29 V?n Phúc, P. Hà ?ông",80136,"LC HNI Tòa nhà CT6 V?n Khê, P. Hà ?ông",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,c248efe733f20507ba4a7d5cc8bfd9a9,2ac5d26b69ba07b6effce7a9153bc356
None,58206,"VX HNI 170-171 Ti?u Khu Phú M?, TT. Phú Xuyên",82276,"LC HNI Thôn Khôn Thôn, X. Phú Xuyên",VT,TRUE,9/11/2025,9/12/2050,FALSE,8/30/2025,DataBricks,782fce486cf0f30204bc9c2757c734c7,aa692997709a47e8744fbf5d3a6199f4
None,58177,"VX PTO 142 ??i C?n, X. V?nh T??ng",81136,"LC PTO Thôn Nha, X. V?nh An",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,1706732c14a163b1e695038e0fc64f7f,82f71578b044ef6737d07a184e2de8f1
None,58033,"VX HCM 81 Nguy?n An Ninh, P. D? An",80582,"LC HCM 122 ???ng s? 11, P. Linh Xuân",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,6d12a1dbdc32b99d182aedba8d5972bb,df3e933f67e9c54cf6843a1b5d57fcd6
None,58033,"VX HCM 81 Nguy?n An Ninh, P. D? An",81517,"LC HCM 68 ???ng S? 8, P. Linh Xuân",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,25752fbf605a84b4728bf4f90308088c,e8c394347b3b2e8f12d7f1e8adfe965d
None,58177,"VX PTO 142 ??i C?n, X. V?nh T??ng",81135,"LC PTO Thôn B?c C??ng, X. Th? Tang",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,cc014061cffb114d83da833aa9f95f86,c81ce6b1939a4d845b03dace02812984
None,58033,"VX HCM 81 Nguy?n An Ninh, P. D? An",80627,"LC HCM 102 ???ng S? 5, P. Linh Xuân",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,52a770847bc12fa6ed9b8acd5f9b76fd,2dead866a799bc642cf4d5eb09c295b1
None,58096,"VX VLG 17A ???ng 29/3, X. Ba Tri",82342,"LC VLG ???ng T?nh 881, X. Tân Xuân",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,a3a91fb3199b879a00915fc51a5660af,3794ab3e92f5367102fd8293463c0da7
None,58181,"VX NAN Kh?i 4, X. Di?n Châu",82302,"LC NAN Xóm 4, X. Hùng Châu",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,f124be56ee3cb30e89b794012b3eb13e,a5f6e341ceb87bf5874a1e3c92386da9
None,58203,"VX HNI 145-147-149 Lê L?i, X. Vân ?ình",81580,"LC HNI C?m Dân C? Xóm 6, X. Phúc S?n",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,50ece85be2f2726e875d3336a24f66e4,a56d584677772af23c5a8a78f6a9fb03
None,58032,"VX HCM 1613 Chi L?ng, P. Bà R?a",81180,"LC HCM 91 Qu?c L? 51, P. Tân Ph??c",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,633cfebe5f4d817998f096870aacbc53,88a98715ed01a1822b8875c087ca5a79
None,58206,"VX HNI 170-171 Ti?u Khu Phú M?, TT. Phú Xuyên",80989,"LC HNI Ph? Ch? 2 Ti?u Khu Phú Th?nh, X. Phú Xuyên",VT,TRUE,9/11/2025,9/12/2050,FALSE,8/30/2025,DataBricks,20112c992c841253df1779796518d789,f66f8a78368200cdcc17ad88061362b8
None,58177,"VX PTO 142 ??i C?n, X. V?nh T??ng",82099,"LC PTO Thôn Vàng, X. Hoàng An",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,8ef58272da3bad1757c6778afbe9cea5,9f88d798eb0a42a5805e2bcf2ba56f41
None,58190,"VX TNN 2 Nguy?n Khuy?n, P. Sông Công",82365,"LC TNN 85 Cách M?ng Tháng 8, P. Sông Công",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,f3a2c0be56b8acd4ba7645f41f9515dc,6c26e118a283c87b21c603d6ae482b89
None,58181,"VX NAN Kh?i 4, X. Di?n Châu",82215,"LC NAN Xóm M? Th??ng, X. H?i Châu",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,2b87b038d34d0aeb62fa2d65e9fd45da,b3720d40ec560f01a82a92c681e72545
None,58181,"VX NAN Kh?i 4, X. Di?n Châu",82217,"LC NAN B?o Thành, X. H?p Minh",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,c5a2b64732ff2d00b02d002d7ddd3db5,5e53021e6c891e066a02ff7abc68c0de
None,58206,"VX HNI 170-171 Ti?u Khu Phú M?, TT. Phú Xuyên",81901,"LC HNI 44 ??i Nghi?p, X. Chuyên M?",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,70e54cf1dc4c67b8c99f9c8213486424,1ecf3195ade3c763f78c7e08cb2f655f
None,58207,"VX BDG 061/B-062/B ???ng DT747, P. Tân Uyên",81858,"LC HCM 540 DT741, P. V?nh Tân",VT,TRUE,9/4/2025,9/5/2050,FALSE,8/30/2025,DataBricks,86695a0e004fa7705eb636b8ec6c28c0,89dbee46c90bac843735d344b151e9f4
None,58209,"VX AGG 58-60 Nguy?n Tri Ph??ng, P. Tân Châu",81917,"LC AGG 83 Liên Xã, X. Tân An",VT,TRUE,9/10/2025,9/11/2050,FALSE,8/30/2025,DataBricks,eac1cd644936670ed3c380d157afb29b,115a8cda4619873c554eba3159ca6ff0
None,58207,"VX BDG 061/B-062/B ???ng DT747, P. Tân Uyên",80746,"LC HCM 022/C ???ng DT747, P. Tân Uyên",VT,TRUE,9/4/2025,9/5/2050,FALSE,8/30/2025,DataBricks,34cfe4ac6b5d40786fdff6c14bbbc34e,e1b09a8687a3b27a5dd1106d29ce6cdb
None,58206,"VX HNI 170-171 Ti?u Khu Phú M?, TT. Phú Xuyên",82357,"LC HNI 170-171 Ti?u Khu Phú M?, X. Phú Xuyên",VTTTTC,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,46aa29b48837faad6d7ed32ddeb49152,fccf580b883c36573da31be3ff75e9b1
None,58177,"VX PTO 142 ??i C?n, X. V?nh T??ng",81717,"LC PTO Thôn Ph? Yên 4, X. V?nh H?ng",VT,TRUE,9/1/2025,9/2/2050,FALSE,8/30/2025,DataBricks,43433c14474fb9bb55fc00f821c03c29,7bb1ccbe0c72995193fe00d76e11663e
None,58193,"VX TNH 4-6-8 Ph?m Hùng, P. Long Hoa",81289,"LC TNH 1A ???ng 30/4, P. Thanh ?i?n",VT,TRUE,9/1/2025,9/2/2050,FALSE,9/3/2025,DataBricks,05491e1f188f1b1d9b7717725742eff8,2a7374b13b6fea031ee82b318833ceb2
None,58196,"VX HNI Tòa CT7G K?T m?i D??ng N?i, P. D??ng N?i",82310,"LC HNI Thôn Minh Khai, X. Thanh Trì",VT,TRUE,9/1/2025,9/2/2050,FALSE,9/3/2025,DataBricks,bc5ef732cca64190a7e059d4d9892233,c909947f40d1c618926ffc7ab6907257
None,58203,"VX HNI 145-147-149 Lê L?i, X. Vân ?ình",81624,"LC HNI Thôn Trung Th?nh, X. ?ng Thiên",VT,TRUE,9/1/2025,9/2/2050,FALSE,9/3/2025,DataBricks,993745206bb1dee64f21c8ef8166195e,1e1bbcae55e95595b61f36ffdd8d791f
None,58154,"VX QNH 394 Quang Trung, P. Uông Bí",82322,"LC QNH 226 Nguy?n V?n C?, P. Vàng Danh",VT,TRUE,9/1/2025,9/2/2050,FALSE,9/3/2025,DataBricks,884f15dd2bf9b7c2040aa51edebf017a,799fbec4d33ce9ac6b1795754524f347
None,58206,"VX HNI 170-171 Ti?u Khu Phú M?, TT. Phú Xuyên",80711,"LC HNI 251 Ti?u Khu M? Lâm, X. Phú Xuyên",VT,TRUE,9/11/2025,9/12/2050,FALSE,9/3/2025,DataBricks,55a2cedfd57c7d82825ff145c5f59809,6da5c98fb20654855eb7b2c72d8d62cf
None,58203,"VX HNI 145-147-149 Lê L?i,X. Vân ?ình",81029,"LC HNI Thôn Thanh ?m, X. Vân ?ình",VT,TRUE,9/1/2025,9/2/2050,FALSE,9/3/2025,DataBricks,d278ca109f3dfbb540907ec48612e057,dbd18151a5a66b0261c9bc0e3c61bd9c
None,58153,"VX DTP 75 Tr?n H?ng ??o, P. H?ng Ng?",80857,"LC DTP 96 Tr?n H?ng ??o, P. H?ng Ng?",VT,TRUE,8/1/2025,8/2/2050,FALSE,9/4/2025,DataBricks,a872afd272f65d5aebcb1d727e7f5456,b06f17a4d8c09d849f2f4e8c0c887793
None,58139,"VX HNI 39 Tây Cao T?c, X. Thiên L?c",81028,"LC HNI 36 ???ng S? 3, X. Thiên L?c",VT,TRUE,2/20/2025,2/21/2050,FALSE,9/4/2025,DataBricks,44e18dc6c92d2c599bbd7d2632065a1c,019c1f56a40791f8bd55f3bb6ceab54c
None,58153,"VX DTP 75 Tr?n H?ng ??o, P. H?ng Ng?",82048,"LC DTP 64 ?T844, X. Phú Th?",VT,TRUE,8/1/2025,8/2/2050,FALSE,9/4/2025,DataBricks,004bae12b192599a07036fdbc0e308f3,5aebaeb84337c9722dd4b6ab78ea0415
None,58029,"VX HCM 6/60 Tr?ng N? V??ng, X. Hóc Môn",80317,"LC HCM 19/1 Lê L?i, X. Hóc Môn",VT,TRUE,6/1/2024,1/1/2051,FALSE,9/4/2025,DataBricks,4c0b6efff46df343f03948be04b189b1,2fc924de706aa432b9cb89695b93df3c
None,58103,"VX L?G 384 Th?ng Nh?t, P. La Gi",80544,"LC L?G 67-69 Lê L?i, P. Ph??c H?i",VT,TRUE,7/26/2024,1/1/2051,FALSE,9/4/2025,DataBricks,9dd09471e40e825d4f6b97b09988101f,7ded5cd4b888383c64ac8fa0241c9cfa
None,58077,"VX HCM 533 L?c Long Quân, P. B?y Hi?n",80741,"LC HCM 134 Tr?nh ?ình Tr?ng, P. Tân Phú",VT,TRUE,6/1/2024,1/1/2051,FALSE,9/4/2025,DataBricks,973f1e8522026f2bcc558b472a0f1793,9e21238ef8b72a1fdf095530918ea3d6
None,58203,"VX HNI 145-147-149 Lê L?i, X. Vân ?ình",82329,"LC HNI 145-147-179 Lê L?i, X. Vân ?ình",VTTTTC,TRUE,9/1/2025,9/2/2050,FALSE,9/4/2025,DataBricks,d8d3248814439a0281a7261fa7208352,bf5ab660a53ea02ea69624176d271d22
None,58060,"VX HCM 1436B Ph?m Th? Hi?n, P. Bình ?ông",80439,"LC HCM 01 Võ Tr?, P. Chánh H?ng",VT,TRUE,6/1/2024,1/1/2051,FALSE,9/4/2025,DataBricks,49a0668ca0d79d8554d93dc1280a28d9,4d90f1b6016f11217b74ff9365955bb2
None,58084,"VX HCM 168-170-172-174 Tân H??ng, P. Tân S?n Nhì",80043,"LC HCM 338 Phú Th? Hòa, P. Phú Th? Hòa",VT,TRUE,6/14/2024,1/1/2051,FALSE,9/4/2025,DataBricks,428f5a7e5ce512b6303671e66cfbcdb1,e2404960678ba12b2b54cfe95a7c37b9
None,58101,"VX PTO 2079 Hùng V??ng, P. Vi?t Trì",81792,"LC PTO 180 Nguy?t C?, P. Nông Trang",VT,TRUE,8/1/2024,8/3/2050,FALSE,9/4/2025,DataBricks,55fcc5447a7a486e7b1b8fce50280294,d059acaa3de8378caf18d5a590bce8f4
None,58042,"VX NBH 18A Phát Di?m ?ông, X. Phát Di?m",80290,"LC NBH 18A Phát Di?m ?ông, X. Phát Di?m",VTTTTC,TRUE,6/1/2024,1/1/2051,FALSE,9/4/2025,DataBricks,c248afc8b9c178e02684a6e93ad519eb,51cf7954594670bd5bb59b47e70193b2
None,58195,"VX TNH 14 Hùng V??ng, P. Ki?n T??ng",82252,"LC TNH 99 ???ng T?nh 837, X. H?u Th?nh",VT,TRUE,8/14/2025,8/15/2050,FALSE,9/4/2025,DataBricks,372168b453d7c49e2abfc1efbd263ca3,a5826d78412a2f7aef2352789527606c
None,58161,"VX HNI Thôn N?i ??ng, X. Quang Minh",82129,"LC HNI Thôn V?n Lôi, X. Ti?n Th?ng",VT,TRUE,6/1/2025,6/2/2050,FALSE,9/4/2025,DataBricks,bae28e19995cb11ef81c3fda890fd150,bcd61da481985885fa9cd9bb6a103166
None,58047,"VX CMU 142 Nguy?n T?t Thành, P. Lý V?n Lâm",80049,"LC CMU 142 Nguy?n T?t Thành, P. Lý V?n Lâm",VTTTTC,TRUE,6/1/2024,1/1/2051,FALSE,9/4/2025,DataBricks,2065fdac4cfeaf3666eaa17aee2115cd,62d83f577574a416842ff74761047611
